Department,Month,Month Name,Budget Allocated,Actual Spending,Revenue Generated,Profit or Loss
HR,2022-07-01,July,23224.05,13411.8,67832.2,54420.4
Marketing,2022-07-01,July,37118.95,0.0,24200.59,-20516.93
IT,2022-07-01,July,49667.82,57797.03,17864.64,-39932.39
HR,2022-07-01,July,11124.83,46227.8,99647.21,53419.41
Marketing,2022-07-01,July,0.0,42768.64,73716.5,30947.86
HR,2022-07-01,July,8545.1,29208.6,69791.55,40582.95
Sales,2022-07-01,July,0.0,7562.45,33938.83,26376.38
Operations,2022-07-01,July,8975.73,7644.09,16295.41,8651.32
Operations,2022-07-01,July,49616.65,15223.78,94178.01,78954.23
Marketing,2022-08-01,August,49874.69,38305.86,13537.13,-24768.730000000003
R&D,2022-08-01,August,21266.17,0.0,84449.04,59559.29999999999
HR,2022-08-01,August,16332.39,47221.34,72694.76,25473.42
Operations,2022-08-01,August,39005.01,51952.52,99695.68,47743.16
R&D,2022-08-01,August,8402.4,18013.33,88139.43,70126.09999999999
Sales,2022-08-01,August,31949.71,28230.45,94733.78,66503.33
Marketing,2022-08-01,August,14737.96,24849.82,67006.72,42156.9
R&D,2022-08-01,August,30655.79,50571.94,35684.14,-14887.800000000005
Operations,2022-08-01,August,6116.18,37144.44,37022.56,-121.88000000000466
Marketing,2022-08-01,August,29673.46,36460.7,45036.89,8576.190000000002
Marketing,2022-08-01,August,35515.26,20678.48,0.0,66340.31
Operations,2022-08-01,August,10806.5,18812.99,21081.67,2268.6799999999967
Operations,2022-08-01,August,28580.83,55199.89,25845.8,-29354.09
Sales,2022-08-01,August,49210.39,13266.91,69541.29,56274.37999999999
IT,2022-08-01,August,48514.97,38604.11,35539.0,-3065.1100000000006
Sales,2022-08-01,August,40958.39,0.0,31890.32,-14036.980000000003
HR,2022-08-01,August,43515.93,50406.51,79902.71,29496.200000000004
Marketing,2022-08-01,August,25709.03,47038.0,66522.1,19484.10000000001
Operations,2022-08-01,August,36395.33,46313.62,65959.51,19645.889999999992
IT,2022-08-01,August,42185.24,56208.23,31497.19,-24711.040000000005
R&D,2022-08-01,August,10633.4,56636.29,78146.01,21509.719999999998
IT,2022-08-01,August,7107.56,59643.09,42793.08,-16850.009999999995
Marketing,2022-08-01,August,33002.35,43970.01,66849.74,22879.730000000003
HR,2022-08-01,August,38862.24,24331.53,84062.31,59730.78
HR,2022-08-01,August,31333.13,18902.92,60514.31,41611.39
R&D,2022-08-01,August,29812.45,57327.81,18333.31,-38994.5
Marketing,2022-08-01,August,14174.7,25550.71,31538.6,5987.889999999999
Operations,2022-08-01,August,13080.0,23218.61,0.0,-21611.96
Operations,2022-08-01,August,30850.06,50378.42,66190.08,15811.660000000003
Operations,2022-08-01,August,43893.36,5308.05,58464.39,53156.34
Operations,2022-08-01,August,29710.9,54321.59,37177.38,-17144.21
Marketing,2022-08-01,August,40922.77,46153.27,63026.58,16873.310000000005
IT,2022-08-01,August,18999.6,31856.96,18126.41,-13730.55
Marketing,2022-08-01,August,9969.13,33508.72,79913.63,46404.91
IT,2022-08-01,August,17716.92,12704.65,95072.43,82367.78
Sales,2022-08-01,August,16066.81,27397.54,23865.9,-3531.6399999999994
HR,2022-08-01,August,8399.2,54632.4,84833.82,30201.42000000001
Operations,2022-08-01,August,33009.83,5608.92,48847.3,43238.380000000005
Sales,2022-08-01,August,25043.31,54079.58,90950.16,36870.58
IT,2022-08-01,August,39898.55,45304.2,76368.95,31064.75
IT,2022-08-01,August,38651.42,17322.9,56271.33,38948.43
Sales,2022-08-01,August,0.0,36725.36,16272.76,-20452.6
IT,2022-08-01,August,29178.57,23598.56,7518.85,-16079.71
Operations,2022-08-01,August,12550.19,38900.96,54555.77,15654.809999999998
IT,2022-08-01,August,33340.27,55708.97,52789.17,-2919.800000000003
Operations,2022-08-01,August,39020.04,5715.13,38539.12,32823.990000000005
Marketing,2022-08-01,August,10438.39,12775.87,83086.28,70310.41
R&D,2022-08-01,August,31577.53,22309.42,31951.18,9641.760000000002
Sales,2022-08-01,August,42766.68,40279.88,78497.35,38217.47000000001
IT,2022-08-01,August,8431.08,52395.25,81783.45,29388.2
IT,2022-08-01,August,28573.16,49319.13,56557.81,7238.68
Sales,2022-08-01,August,48375.03,28390.68,69792.28,41401.6
Sales,2022-08-01,August,33452.01,55226.55,4397.93,-50828.62
HR,2022-08-01,August,48712.7,32651.26,71847.56,39196.3
HR,2022-08-01,August,0.0,49810.09,97281.27,47471.18000000001
Operations,2022-08-01,August,41731.07,39298.76,16652.83,-22645.93
IT,2022-08-01,August,0.0,26825.83,42794.88,15969.049999999996
HR,2022-08-01,August,6769.32,21294.59,83624.05,62329.46000000001
Marketing,2022-08-01,August,23351.89,6995.4,52403.73,45408.33
HR,2022-08-01,August,0.0,50073.99,51304.21,1230.2200000000012
HR,2022-08-01,August,49247.84,40141.2,20396.68,-19744.52
HR,2022-08-01,August,8291.99,30966.65,90337.56,59370.91
IT,2022-08-01,August,20309.77,32292.43,48027.98,15735.550000000005
HR,2022-08-01,August,24479.47,42817.31,49558.73,6741.4200000000055
Sales,2022-08-01,August,21407.74,47912.98,70550.69,22637.71
IT,2022-09-01,September,17281.39,41494.94,27483.37,-14011.570000000003
Sales,2022-09-01,September,26307.3,7342.24,73832.03,66489.79
IT,2022-09-01,September,15069.19,20612.86,6668.61,-13944.25
Marketing,2022-09-01,September,19137.37,6430.3,35455.04,29024.74
HR,2022-09-01,September,18469.71,27012.7,29537.91,2525.209999999999
Operations,2022-09-01,September,20747.24,20934.53,66135.54,45201.01
Marketing,2022-09-01,September,10717.15,24772.57,82205.72,57433.15
Marketing,2022-09-01,September,29154.29,50372.96,25108.97,-25263.99
Sales,2022-09-01,September,30324.36,8976.8,7123.92,-1852.8799999999992
R&D,2022-09-01,September,43858.92,39699.31,0.0,40116.94
Operations,2022-09-01,September,17344.62,32240.17,19803.14,-12437.03
IT,2022-09-01,September,14928.88,4144.91,75858.22,71713.31
IT,2022-09-01,September,0.0,12830.29,53787.71,40957.42
Operations,2022-09-01,September,5081.97,49898.23,65346.32,15448.089999999997
R&D,2022-09-01,September,38831.53,39113.54,8809.92,-30303.620000000003
R&D,2022-09-01,September,38816.19,44946.17,36369.49,-8576.68
Marketing,2022-09-01,September,14033.57,54630.37,14685.66,-39944.71000000001
Operations,2022-09-01,September,12982.74,35292.72,54799.18,19506.46
Sales,2022-09-01,September,11157.27,22098.66,46412.35,24313.69
Marketing,2022-09-01,September,19345.43,56705.2,38901.81,-17803.39
IT,2022-09-01,September,45017.41,39171.45,59779.81,20608.36
Marketing,2022-09-01,September,44561.06,16653.3,32493.42,15840.12
Operations,2022-09-01,September,39685.47,26406.22,2791.58,-23614.64
Operations,2022-09-01,September,16065.21,12769.74,46426.8,33657.060000000005
Marketing,2022-09-01,September,42198.7,8429.67,34554.2,26124.53
HR,2022-09-01,September,20556.52,12690.23,20087.53,7397.299999999999
IT,2022-09-01,September,21115.23,53560.38,83683.46,30123.08000000001
HR,2022-09-01,September,48398.75,46616.36,62936.81,16320.449999999995
R&D,2022-09-01,September,46702.12,0.0,27244.21,4106.779999999999
Sales,2022-09-01,September,20331.89,11154.95,24121.93,12966.98
Operations,2022-09-01,September,41388.97,55215.25,74009.82,18794.570000000007
Sales,2022-09-01,September,43009.35,12315.36,50836.32,38520.96
Marketing,2022-09-01,September,13506.64,31808.54,56494.57,24686.03
HR,2022-09-01,September,12727.44,10901.69,55003.75,44102.06
R&D,2022-09-01,September,15157.75,0.0,47102.94,23831.01
IT,2022-09-01,September,29655.35,42003.09,34810.08,-7193.009999999995
HR,2022-09-01,September,20320.84,32902.14,8478.44,-24423.7
R&D,2022-09-01,September,41023.83,37096.13,60559.75,23463.620000000003
Operations,2022-09-01,September,18459.89,36102.65,43568.66,7466.010000000002
R&D,2022-09-01,September,24721.69,6108.19,0.0,730.9800000000005
Sales,2022-09-01,September,38558.22,54458.42,70399.74,15941.320000000009
HR,2022-09-01,September,31147.09,58621.32,41973.13,-16648.190000000002
Sales,2022-09-01,September,6678.7,53336.52,24519.22,-28817.3
Marketing,2022-09-01,September,38949.66,52551.06,20515.37,-32035.69
R&D,2022-09-01,September,23856.97,44743.26,7103.36,-37639.9
HR,2022-09-01,September,18724.39,50721.13,81695.4,30974.27
Sales,2022-09-01,September,11018.98,43713.02,27691.71,-16021.309999999998
HR,2022-09-01,September,26734.19,44138.85,35466.55,-8672.299999999996
Sales,2022-10-01,October,45881.97,14443.49,0.0,464.1800000000003
IT,2022-10-01,October,31153.52,57558.74,96854.45,39295.71
Marketing,2022-10-01,October,40036.59,0.0,47922.48,487.9000000000015
HR,2022-10-01,October,19732.76,9366.32,46890.57,37524.25
IT,2022-10-01,October,25339.57,40538.84,64668.67,24129.83
Operations,2022-10-01,October,43257.58,32364.03,55731.27,23367.24
HR,2022-10-01,October,45080.02,42015.77,10649.33,-31366.439999999995
Operations,2022-10-01,October,39778.72,35397.44,92878.35,57480.91
Sales,2022-10-01,October,28390.6,0.0,17860.55,-15112.62
Marketing,2022-10-01,October,23857.48,37904.98,62250.64,24345.66
Operations,2022-10-01,October,23604.93,17455.51,32379.75,14924.240000000002
Operations,2022-10-01,October,31641.57,18410.55,41437.71,23027.16
IT,2022-10-01,October,26609.78,41140.15,47100.68,5960.529999999999
IT,2022-10-01,October,48976.55,33154.24,76703.91,43549.670000000006
HR,2022-10-01,October,37217.28,6939.74,29795.0,22855.26
Marketing,2022-10-01,October,19949.85,58193.88,15485.55,-42708.33
IT,2022-10-01,October,24244.48,49085.6,44458.85,-4626.75
Sales,2022-10-01,October,15339.27,30179.96,4118.15,-26061.81
HR,2022-10-01,October,45220.73,4865.53,74271.94,69406.41
Marketing,2022-10-01,October,0.0,3052.88,39040.3,35987.420000000006
IT,2022-10-01,October,0.0,5826.0,91515.65,85689.65
HR,2022-10-01,October,7055.7,24776.82,44677.05,19900.230000000003
Sales,2022-10-01,October,19086.18,22591.51,37026.39,14434.88
IT,2022-10-01,October,24312.29,59750.6,34643.78,-25106.82
Operations,2022-10-01,October,45807.96,12804.31,28701.31,15897.000000000002
Marketing,2022-10-01,October,0.0,41303.57,5388.76,-35914.81
HR,2022-10-01,October,27197.09,17277.42,0.0,53131.490000000005
HR,2022-10-01,October,48355.38,25104.01,58404.23,33300.22
Sales,2022-10-01,October,24496.3,16639.95,0.0,19391.31
HR,2022-10-01,October,14171.89,3616.73,64903.54,61286.81
Marketing,2022-10-01,October,5903.86,51168.76,10093.07,-41075.69
Operations,2022-10-01,October,6036.23,40197.07,84375.8,44178.73
Sales,2022-10-01,October,42392.71,54685.46,97799.69,43114.23
Operations,2022-10-01,October,19491.62,55597.98,2805.96,-52792.02
IT,2022-10-01,October,14031.95,47505.84,53326.1,5820.260000000002
Marketing,2022-10-01,October,25780.37,52979.11,54937.7,1958.5899999999965
IT,2022-10-01,October,5480.39,41976.09,50725.22,8749.130000000005
R&D,2022-10-01,October,32392.49,55354.77,44017.74,-11337.03
Sales,2022-10-01,October,8674.66,28610.81,25473.28,-3137.5300000000025
IT,2022-10-01,October,44262.09,40520.55,99642.12,59121.56999999999
IT,2022-10-01,October,10287.83,0.0,65404.2,27146.7
R&D,2022-10-01,October,45412.69,0.0,1593.33,-50815.43
HR,2022-10-01,October,39655.31,28549.35,36215.57,7666.220000000001
Marketing,2022-10-01,October,41349.53,14974.52,24800.69,9826.169999999998
Operations,2022-10-01,October,39824.62,13193.87,91879.7,78685.83
Operations,2022-10-01,October,0.0,29707.92,33039.26,3331.340000000004
Sales,2022-10-01,October,29463.09,59517.92,30180.55,-29337.37
Operations,2022-10-01,October,20675.35,15636.68,19660.0,4023.32
HR,2022-10-01,October,30007.61,56788.27,35873.18,-20915.09
IT,2022-10-01,October,6414.96,18000.02,52350.3,34350.28
HR,2022-10-01,October,24108.0,12373.65,18718.39,6344.74
HR,2022-10-01,October,49915.8,52025.88,76644.12,24618.24
Sales,2022-10-01,October,39594.6,21686.45,40854.75,19168.3
R&D,2022-10-01,October,31598.03,32470.59,83294.45,50823.86
HR,2022-10-01,October,34150.58,7398.65,79816.76,72418.11
Sales,2022-10-01,October,22420.88,19362.67,25805.68,6443.010000000002
Marketing,2022-10-01,October,48116.52,34735.58,15656.41,-19079.17
HR,2022-10-01,October,25105.01,14882.84,42132.36,27249.52
R&D,2022-10-01,October,45167.26,0.0,66987.67,14368.159999999996
HR,2022-10-01,October,28503.51,48008.71,9826.65,-38182.06
Marketing,2022-10-01,October,5139.01,29459.73,30357.63,897.9000000000015
Marketing,2022-10-01,October,25453.57,28592.83,14006.95,-14585.88
Operations,2022-10-01,October,29964.99,16497.48,85509.49,69012.01000000001
Sales,2022-11-01,November,29412.49,10071.4,89304.87,79233.47
Operations,2022-11-01,November,16447.63,40348.02,3409.41,-36938.61
IT,2022-11-01,November,20996.65,0.0,2006.89,-51396.85
Operations,2022-11-01,November,6498.69,25824.59,12294.94,-13529.65
Sales,2022-11-01,November,18644.38,44219.5,46173.32,1953.82
Marketing,2022-11-01,November,0.0,3120.13,76195.8,73075.67
Marketing,2022-11-01,November,23963.69,32579.71,69677.36,37097.65
R&D,2022-11-01,November,17181.94,25557.18,14529.58,-11027.6
IT,2022-11-01,November,22216.19,23607.98,51259.87,27651.890000000003
HR,2022-11-01,November,11443.58,6163.74,0.0,93426.3
Marketing,2022-11-01,November,16369.09,14752.24,79632.38,64880.14000000001
IT,2022-11-01,November,19090.54,6207.7,38451.36,32243.66
Sales,2022-11-01,November,46377.79,51210.92,16023.41,-35187.509999999995
IT,2022-11-01,November,42401.53,54832.18,47270.02,-7562.1600000000035
IT,2022-11-01,November,17664.46,34293.22,84953.88,50660.66
IT,2022-11-01,November,12105.37,0.0,38324.7,-7075.120000000003
R&D,2022-11-01,November,24885.05,23591.65,26327.34,2735.6899999999987
Operations,2022-11-01,November,41565.94,16806.73,87533.42,70726.69
HR,2022-11-01,November,7819.7,51503.25,68901.74,17398.490000000005
Sales,2022-11-01,November,45627.62,20332.24,33517.44,13185.2
Operations,2022-11-01,November,29628.78,10104.42,93646.15,83541.73
IT,2022-11-01,November,34716.2,23401.89,39279.83,15877.940000000002
Marketing,2022-11-01,November,0.0,48143.58,12023.04,-36120.54
Sales,2022-11-01,November,31151.5,21922.79,10219.85,-11702.94
Marketing,2022-11-01,November,6828.94,38503.15,0.0,-27064.21
Operations,2022-11-01,November,21559.61,19047.52,86026.77,66979.25
HR,2022-11-01,November,47554.37,24209.31,46282.92,22073.61
Sales,2022-11-01,November,30310.49,45906.17,2919.29,-42986.88
Sales,2022-11-01,November,43161.72,37932.64,0.0,-18875.72
IT,2022-11-01,November,0.0,18707.62,13969.47,-4738.15
IT,2022-11-01,November,46099.98,56910.74,27452.5,-29458.24
Operations,2022-11-01,November,19115.86,44134.02,74540.19,30406.17000000001
R&D,2022-11-01,November,12692.04,30186.92,91905.42,61718.5
R&D,2022-11-01,November,41535.6,43325.82,21761.69,-21564.13
Sales,2022-11-01,November,16086.23,13521.26,29587.67,16066.409999999998
Marketing,2022-11-01,November,46887.63,16737.99,10996.08,-5741.910000000002
IT,2022-11-01,November,7010.92,6796.45,10959.23,4162.78
Sales,2022-11-01,November,23913.29,40287.86,27075.51,-13212.350000000002
Marketing,2022-11-01,November,37814.11,55435.74,31017.4,-24418.34
Marketing,2022-11-01,November,26239.67,58041.66,84472.04,26430.37999999999
IT,2022-11-01,November,12693.88,52254.44,97828.3,45573.86
Marketing,2022-11-01,November,39620.77,30240.57,78903.24,48662.670000000006
IT,2022-11-01,November,22314.12,11970.53,15795.31,3824.779999999999
Sales,2022-11-01,November,13711.45,25406.71,53961.68,28554.97
IT,2022-11-01,November,0.0,18986.62,12510.41,-6476.209999999999
IT,2022-11-01,November,12108.93,16644.63,12224.19,-4420.4400000000005
Marketing,2022-11-01,November,8442.93,8529.01,64038.71,55509.7
Sales,2022-11-01,November,43040.56,23139.07,73479.58,50340.51
Marketing,2022-11-01,November,9300.72,9325.19,46457.98,37132.79
Sales,2022-11-01,November,21337.04,25832.48,73249.55,47417.07000000001
HR,2022-11-01,November,13017.2,42889.07,27993.68,-14895.39
HR,2022-11-01,November,24495.17,48720.6,5386.38,-43334.22
R&D,2022-11-01,November,32743.31,54772.38,60964.5,6192.120000000003
IT,2022-11-01,November,29640.29,42791.74,72722.45,29930.71
Operations,2022-11-01,November,0.0,13320.54,73389.99,60069.45
Operations,2022-11-01,November,33041.06,30277.69,87751.66,57473.97
Marketing,2022-11-01,November,37924.66,17996.28,42601.25,24604.97
IT,2022-11-01,November,9566.78,14781.03,11849.03,-2932.0
Sales,2022-11-01,November,23936.01,21969.74,73591.26,51621.51999999999
Sales,2022-12-01,December,0.0,13529.0,72194.52,58665.52
HR,2022-12-01,December,0.0,20960.89,23815.8,2854.91
Sales,2022-12-01,December,36243.02,28108.71,41425.21,13316.5
R&D,2022-12-01,December,42308.69,5602.84,86895.6,81292.76000000001
IT,2022-12-01,December,39854.79,46434.21,99642.3,53208.09
Marketing,2022-12-01,December,43998.33,55467.95,16034.2,-39433.75
Sales,2022-12-01,December,17745.23,35966.16,53031.74,17065.579999999994
Marketing,2022-12-01,December,34158.16,59546.56,91918.68,32372.119999999995
Sales,2022-12-01,December,47926.38,34111.76,10265.39,-23846.370000000003
IT,2022-12-01,December,44578.95,34597.67,95955.0,61357.33
Marketing,2022-12-01,December,18182.75,17230.41,77030.92,59800.51
R&D,2022-12-01,December,39923.36,51869.51,17907.45,-33962.06
Marketing,2022-12-01,December,20267.09,30231.3,49720.52,19489.22
Operations,2022-12-01,December,27912.47,37028.4,47991.38,10962.979999999996
R&D,2022-12-01,December,46697.66,3741.35,68255.95,64514.6
Sales,2022-12-01,December,42183.28,57409.43,47193.6,-10215.830000000002
R&D,2022-12-01,December,40557.8,3497.8,7671.61,4173.81
Operations,2022-12-01,December,39022.42,20228.01,28155.76,7927.75
IT,2022-12-01,December,20896.29,54360.4,34481.49,-19878.910000000003
Operations,2022-12-01,December,19352.74,52720.61,92230.0,39509.39
IT,2022-12-01,December,6591.34,49648.27,40070.85,-9577.419999999998
Marketing,2022-12-01,December,8018.77,30266.3,54916.04,24649.74
IT,2022-12-01,December,17471.62,13788.01,56539.28,42751.27
HR,2022-12-01,December,30656.25,16464.19,65206.41,48742.22
Sales,2022-12-01,December,26578.0,50925.31,15055.13,-35870.18
Sales,2022-12-01,December,20371.16,46257.42,13010.81,-33246.61
R&D,2022-12-01,December,23790.72,26911.5,9271.57,-17639.93
Sales,2022-12-01,December,0.0,35098.58,8847.61,-26250.97
Marketing,2022-12-01,December,35120.34,34636.75,50404.21,15767.46
R&D,2022-12-01,December,39743.49,27134.34,31299.93,4165.59
Sales,2022-12-01,December,0.0,34567.13,85712.62,51145.49
HR,2022-12-01,December,40149.79,8767.61,82398.17,73630.56
Marketing,2022-12-01,December,39322.2,0.0,46277.27,22515.75
IT,2022-12-01,December,28860.93,46668.02,91939.0,45270.98
Operations,2022-12-01,December,5283.71,57724.76,0.0,1974.9599999999991
Operations,2022-12-01,December,43269.14,0.0,98241.43,93899.48
R&D,2022-12-01,December,15822.34,11979.31,44872.57,32893.26
Sales,2022-12-01,December,29884.26,23642.54,90613.39,66970.85
Marketing,2022-12-01,December,43511.65,36193.58,0.0,-32773.770000000004
IT,2022-12-01,December,5792.22,36725.19,52463.96,15738.769999999997
HR,2022-12-01,December,0.0,30232.39,92485.25,62252.86
IT,2022-12-01,December,15354.27,49605.37,96215.01,46609.63999999999
HR,2022-12-01,December,30390.78,22837.83,14624.69,-8213.140000000001
R&D,2022-12-01,December,5683.1,33481.61,76347.76,42866.15
Marketing,2022-12-01,December,13923.45,29074.83,44582.18,15507.35
IT,2022-12-01,December,6039.75,55158.01,90633.96,35475.950000000004
Sales,2022-12-01,December,46075.22,43871.63,61137.4,17265.770000000004
Sales,2022-12-01,December,41423.98,53174.66,0.0,-25351.750000000004
HR,2022-12-01,December,37573.4,44178.99,51539.28,7360.290000000001
